,canonized_url,date,original_url,mime_type,response_code,old_checksum,length
483,"com,twitter)/potus44",20171011131611,https://twitter.com/potus44,text/html,200,7XAFOKLFXJTCNDSEJGFYE5K4B3XDY2ZJ,48361
484,"com,twitter)/potus44",20171011170536,https://twitter.com/POTUS44,text/html,200,CACO7WQE7LMHHISOA7MG37UKRCHZ5OZU,45697
485,"com,twitter)/potus44",20171011204727,https://twitter.com/POTUS44,text/html,200,I6OHR2G6MM6IZXFP3C4QKU3T6NBLPV5S,45813
486,"com,twitter)/potus44",20171011235447,https://twitter.com/POTUS44,text/html,200,M5GIJWGURA44SP2UJ77SI4NSFAFKBIVD,45775
487,"com,twitter)/potus44",20171013012911,https://twitter.com/POTUS44,text/html,200,4WPPKB7HYWXQNALX2EWG43JPFYIZB4GA,46122
488,"com,twitter)/potus44",20171013043153,https://twitter.com/POTUS44,text/html,200,K5AFYGGKRZ4KR7WGAZFEXYKMFBWZNGSU,46354
489,"com,twitter)/potus44",20171014013841,https://twitter.com/POTUS44,text/html,200,USEHXABGXYB6TQ4DSZQQLVRLXGTYHTD3,46085
490,"com,twitter)/potus44",20171015003513,https://twitter.com/POTUS44,text/html,200,UBD57PATHV7CF7ONPU4LPBESJLVO2LBJ,46215
491,"com,twitter)/potus44",20171015031522,https://twitter.com/POTUS44,text/html,200,NNU567FCW24YHLWKO3UMHLZZF6UF2E7S,46325
492,"com,twitter)/potus44",20171016014423,https://twitter.com/POTUS44,text/html,200,DBWEE4XFJGWWX5TIZNBI2RCDK64SQLRD,46452
493,"com,twitter)/potus44",20171016045813,https://twitter.com/POTUS44,text/html,200,3AYBIVHV7ZHEJBI37VTDFSZFNBWSA73A,46556
494,"com,twitter)/potus44",20171017013816,https://twitter.com/POTUS44,text/html,200,SFXPXMDQMC6WWZ2MF3RCLUQSARHLCN4B,46511
495,"com,twitter)/potus44",20171017235754,https://twitter.com/POTUS44,text/html,200,R3YHFZTUYP52KKU55KGWY4ZSVL3OILSA,47445
496,"com,twitter)/potus44",20171019023434,https://twitter.com/POTUS44,text/html,200,YJJMF5Q3JBXB44A3BMVUAKGKVEAUY4EF,47802
497,"com,twitter)/potus44",20171019162258,https://twitter.com/POTUS44,text/html,200,VD6BHZPLR5B4M4DNSPYDNQDI7RU47B3G,47915
498,"com,twitter)/potus44",20171021044045,https://twitter.com/POTUS44,text/html,200,JMCSREPLBIINIAWGNWNPBE7XFANW6TMT,48075
499,"com,twitter)/potus44",20171022032936,https://twitter.com/POTUS44,text/html,200,U7FW7YM6LJNYZTJMK25HHFPYKMV3QBL5,48100
500,"com,twitter)/potus44",20171023034126,https://twitter.com/POTUS44,text/html,200,R24PWZDXJHK6QRUD6Y7L3A7UDUKV7EZB,47879
501,"com,twitter)/potus44",20171023180812,https://twitter.com/potus44,warc/revisit,-,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,530
502,"com,twitter)/potus44",20171023184700,https://twitter.com/POTUS44,text/html,200,6CIPHJMQ4DDLPU3CKERSQCPFXVXKHCV5,49907
503,"com,twitter)/potus44",20171024041320,https://twitter.com/POTUS44,text/html,200,GWOMM7MHBVD4BWC36XZDSJ7DHXWS4HGO,48366
504,"com,twitter)/potus44",20171025042521,https://twitter.com/POTUS44,text/html,200,OCLRKJUINXTVRTYS7MJLSXETDHARGSMM,48578
505,"com,twitter)/potus44",20171026060604,https://twitter.com/POTUS44,text/html,200,7YO6OGKBPH62R52YY6CQB5HEQNOQWDCT,48357
506,"com,twitter)/potus44",20171027033317,https://twitter.com/POTUS44,text/html,200,AHK3L22MYPCU6GMZSBKMMW7OUG6SRNLP,48809
507,"com,twitter)/potus44",20171028042327,https://twitter.com/POTUS44,text/html,200,DV7IDZFTOIPYKPAK7Q7NGWTQF2DSAWUW,48816
508,"com,twitter)/potus44",20171029040816,https://twitter.com/POTUS44,text/html,200,FLZMM4E6GXGNUUQYZMK3NUPFDLMIZEM3,48476
509,"com,twitter)/potus44",20171030053640,https://twitter.com/POTUS44,text/html,200,SFIUD6CW2M2NQFMBIXVPW7DYOZ6NYGWM,48478
510,"com,twitter)/potus44",20171031035755,https://twitter.com/POTUS44,text/html,200,YZWBTK43M6RFFB2TXGVFF63RTO4LBTFL,48366
